longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-121.93,37.71,26,4822,845,2288,805,4.2281,206000,<1H OCEAN
-121.93,37.66,24,3166,424,1081,400,8.3337,500001,<1H OCEAN
-121.93,37.7,3,2456,582,793,456,4.4087,225600,<1H OCEAN
-121.93,38.01,9,2294,389,1142,365,5.3363,160800,INLAND
-121.93,38.02,13,1524,286,940,308,5.1337,154800,INLAND
-121.93,37.73,23,2564,347,1043,351,6.2048,275000,<1H OCEAN
-121.93,37.73,8,831,231,404,224,3.375,350000,<1H OCEAN
-121.93,37.74,16,3326,419,1272,402,6.8806,343500,<1H OCEAN
-121.93,37.76,5,2255,269,876,258,10.3345,461400,<1H OCEAN
-121.93,37.78,2,227,35,114,49,3.1591,434700,<1H OCEAN
-121.93,37.89,13,2085,292,852,264,7.3445,366700,INLAND
-121.93,37.93,16,2876,391,1089,377,6.299,286900,INLAND
-121.93,37.93,16,2169,262,877,245,6.6049,312600,INLAND
-121.92,37.53,7,28258,3864,12203,3701,8.4045,451100,<1H OCEAN
-121.92,37.49,10,7441,1588,3571,1466,5.1643,193100,<1H OCEAN
-121.92,37.48,23,4314,676,1972,623,5.3813,264400,<1H OCEAN
-121.92,37.47,26,2016,322,1105,357,6.0878,246900,<1H OCEAN
-121.92,37.72,4,7477,1576,2937,1506,5.1437,299400,<1H OCEAN
-121.92,37.72,22,4638,716,2302,687,5.347,219500,<1H OCEAN
-121.92,37.64,46,1280,209,512,208,5.1406,315600,INLAND
-121.92,37.69,13,3742,555,1590,559,7.316,285400,<1H OCEAN
-121.92,37.68,23,1655,223,706,219,7.2211,291900,<1H OCEAN
-121.92,38.02,8,2750,479,1526,484,5.102,156500,INLAND
-121.92,38.01,7,1632,248,879,262,6.1237,166000,INLAND
-121.92,38.03,16,2176,464,1410,434,3.5436,100200,INLAND
-121.92,38.02,16,1840,355,1288,338,4.2067,125000,INLAND
-121.92,37.73,24,1407,327,501,295,2.4821,157200,<1H OCEAN
-121.92,37.74,8,452,51,140,43,12.5915,432400,<1H OCEAN
-121.92,37.96,14,5332,884,2093,839,5.2798,237400,INLAND
-121.91,37.47,13,5377,744,2759,760,6.868,337300,<1H OCEAN
-121.91,37.71,25,4377,668,2038,671,5.7233,231800,<1H OCEAN
-121.91,37.69,23,2179,308,926,299,5.9345,259600,<1H OCEAN
-121.91,37.68,20,1804,254,831,260,6.177,262900,<1H OCEAN
-121.91,37.68,18,3631,547,1700,520,5.817,257300,<1H OCEAN
-121.91,37.69,18,2876,423,1395,427,6.3132,259200,<1H OCEAN
-121.91,39.03,48,1096,218,657,199,2.7841,65800,INLAND
-121.91,38.02,15,2966,558,1687,527,3.4817,129800,INLAND
-121.91,37.81,7,3477,416,1216,395,13.1499,500001,INLAND
-121.91,37.93,13,1610,198,703,217,8.7059,329400,INLAND
-121.9,37.66,18,7397,1137,3126,1115,6.4994,323000,INLAND
-121.9,37.67,15,2130,273,876,285,7.2639,332400,<1H OCEAN
-121.9,37.67,7,9540,1294,3926,1229,7.4353,389800,<1H OCEAN
-121.9,39.59,20,1465,278,745,250,3.0625,93800,INLAND
-121.9,38.04,36,1489,331,838,259,1.2024,90200,INLAND
-121.9,38.03,51,2982,689,1831,608,2.0034,87700,INLAND
-121.9,38.02,5,1560,369,1037,372,3.6154,181800,INLAND
-121.9,38.02,12,1497,360,943,341,2.1417,122200,INLAND
-121.9,38.01,16,2604,454,1696,481,4.6628,136000,INLAND
-121.9,38.01,34,3779,766,2356,722,3.5129,110600,INLAND
-121.9,38,14,1930,363,990,322,4.1094,162200,INLAND
-121.9,38,14,2677,368,1288,375,6.0497,177500,INLAND
-121.89,37.49,9,4909,577,1981,591,9.7194,500001,<1H OCEAN
-121.89,37.68,12,7490,1207,3329,1136,6.3373,339700,<1H OCEAN
-121.89,37.68,22,1898,239,734,245,6.2918,334100,<1H OCEAN
-121.89,37.67,20,2948,471,1181,474,6.0604,247900,INLAND
-121.89,37.67,19,2034,288,852,295,6.5285,300400,INLAND
-121.89,37.66,3,1565,464,769,461,2.1187,231300,INLAND
-121.89,37.69,4,6159,1510,2649,1241,3.62,139300,<1H OCEAN
-121.89,39.76,15,10265,1860,4591,1906,3.07,142600,INLAND
-121.89,39.71,26,2741,451,1217,437,3.7007,139200,INLAND
-121.89,38.02,36,2707,550,1827,545,3.3371,94600,INLAND
-121.89,38.01,30,4114,743,1994,722,4.2227,134400,INLAND
-121.89,37.99,4,2171,597,928,461,4.1016,170500,INLAND
-121.89,38.01,28,3639,751,2362,641,3.0042,103900,INLAND
-121.89,38.01,32,1000,188,663,212,4.0972,99200,INLAND
-121.89,37.82,4,11444,1355,3898,1257,13.2949,500001,INLAND
-121.88,37.68,23,2234,270,854,286,7.333,337200,INLAND
-121.88,37.67,16,4070,624,1543,577,6.5214,311500,INLAND
-121.88,37.67,25,2244,301,937,324,6.4524,296900,INLAND
-121.88,37.66,29,2702,680,1360,642,3.1127,233000,INLAND
-121.88,37.64,20,1309,184,514,172,10.9506,475800,INLAND
-121.88,39.74,12,14631,3298,7517,3262,1.6785,153100,INLAND
-121.88,38.03,10,2769,619,1045,469,4.1111,158600,INLAND
-121.88,38.03,52,1225,250,725,231,2,101400,INLAND
-121.88,38.02,46,2112,466,1249,382,2.5737,87000,INLAND
-121.88,38,16,2605,440,1352,408,4.1947,140300,INLAND
-121.88,38.01,9,5329,1284,2827,1202,2.7374,150000,INLAND
-121.88,38,22,721,117,367,129,5.3098,151900,INLAND
-121.88,37.99,16,3787,515,1606,507,5.5676,174200,INLAND
-121.87,37.66,39,522,116,161,102,2.4896,238500,INLAND
-121.87,37.66,52,775,134,315,123,5.0677,233300,INLAND
-121.87,37.57,13,5519,833,2444,825,7.0691,393200,<1H OCEAN
-121.87,37.67,10,4337,800,1813,743,5.5,247200,INLAND
-121.87,37.67,28,1812,294,853,278,4.9879,229400,INLAND
-121.87,37.66,27,1569,242,583,214,5.7519,278500,INLAND
-121.87,39.75,22,1707,296,822,297,3.6625,126600,INLAND
-121.87,39.74,7,1737,290,747,265,3.9,147000,INLAND
-121.87,39.82,11,5103,825,2456,810,4.5032,159700,INLAND
-121.87,38.02,52,2264,439,1403,476,2.7083,99400,INLAND
-121.87,38.02,31,3644,746,2229,678,3.1389,117800,INLAND
-121.87,38,17,2713,442,1475,415,4.8542,144100,INLAND
-121.87,37.99,15,2203,312,1051,311,4.9783,163900,INLAND
-121.86,37.66,22,3634,664,1699,640,4.1597,293200,INLAND
-121.86,37.7,13,9621,1344,4389,1391,6.6827,313700,INLAND
-121.86,39.78,12,7653,1578,3628,1494,3.0905,117800,INLAND
-121.86,39.76,19,7254,1785,4030,1667,2.0094,87300,INLAND
-121.86,39.75,18,1651,309,856,293,3.5046,118300,INLAND
-121.86,39.74,13,3494,843,1571,784,1.1019,120200,INLAND
-121.86,38.04,52,242,59,188,54,1.3958,67500,INLAND
-121.86,38,4,4075,927,2239,849,3.5857,165200,INLAND
-121.86,38,16,3216,464,1504,453,5.25,161700,INLAND
-121.85,37.68,4,4719,741,1895,742,6.8132,282500,INLAND
-121.85,37.66,14,4236,701,1833,663,5.6399,300600,INLAND
-121.85,37.72,43,228,40,83,42,10.3203,400000,INLAND
-121.85,39.77,17,5273,1177,2446,1199,1.9362,89900,INLAND
-121.85,39.75,39,568,127,267,129,1.8095,78100,INLAND
-121.85,39.74,39,1139,265,623,264,2.2833,85800,INLAND
-121.85,39.74,41,2901,689,1426,632,1.5633,84500,INLAND
-121.85,39.73,52,444,80,1107,98,3.4191,137500,INLAND
-121.85,39.73,17,3425,827,2469,758,0.9393,88900,INLAND
-121.85,39.72,18,7272,1559,5022,1524,1.6911,98800,INLAND
-121.85,38,26,3364,570,1806,566,4.2647,133400,INLAND
-121.85,38,24,2269,584,1239,542,2.0411,100000,INLAND
-121.84,37.66,13,13182,2074,4847,1950,5.6417,352900,INLAND
-121.84,39.76,14,2351,620,1215,548,2.3155,102300,INLAND
-121.84,39.75,29,4362,1053,2053,1000,1.7284,74500,INLAND
-121.84,39.74,43,2976,599,1181,560,2.2621,85100,INLAND
-121.84,39.73,52,677,152,379,154,1.6797,94800,INLAND
-121.84,39.73,52,502,100,311,100,1.5481,200000,INLAND
-121.84,39.73,52,857,232,520,198,0.987,112500,INLAND
-121.84,39.72,52,1457,389,802,342,0.9566,69000,INLAND
-121.84,39.73,52,957,263,513,223,1.3672,55000,INLAND
-121.84,39.68,38,549,105,275,94,3.5375,153100,INLAND
-121.84,38.02,46,66,22,37,21,0.536,87500,INLAND
-121.84,37.99,13,4545,952,2188,901,3.3625,126100,INLAND
-121.84,37.99,15,2380,385,1292,388,4.6029,142600,INLAND
-121.84,37.98,8,7505,1089,3325,1016,5.2699,204200,INLAND
-121.83,39.76,12,9831,1921,4644,1775,3.1142,112600,INLAND
-121.83,39.74,34,3263,604,1290,594,2.575,130300,INLAND
-121.83,39.73,52,1741,401,753,377,2.0064,77900,INLAND
-121.83,39.72,52,1890,420,974,383,1.6827,78700,INLAND
-121.83,38,15,6365,1646,3838,1458,2.5495,103600,INLAND
-121.83,38,25,1710,288,799,259,4.8359,145300,INLAND
-121.83,37.99,23,1150,174,572,174,4.9167,152400,INLAND
-121.83,37.99,23,1970,296,935,279,4.4853,145900,INLAND
-121.83,37.99,18,2741,449,1507,460,4.7566,142500,INLAND
-121.83,38,8,2572,738,1384,684,1.7161,75800,INLAND
-121.83,37.99,16,2919,462,1456,453,5.6779,164700,INLAND
-121.83,37.95,17,1133,244,716,235,2.875,162500,INLAND
-121.82,37.73,47,127,23,51,21,4.3472,375000,INLAND
-121.82,37.69,12,1906,351,802,319,4.9375,227700,INLAND
-121.82,39.76,23,6010,1116,2710,1149,3.0068,107300,INLAND
-121.82,39.75,29,7744,1375,3316,1365,3.0253,111400,INLAND
-121.82,39.75,37,2236,372,974,379,3.2016,97000,INLAND
-121.82,39.73,44,2923,659,1371,626,2.2925,85800,INLAND
-121.82,39.73,33,2242,517,1160,449,1.7426,60300,INLAND
-121.82,39.72,42,2978,694,1879,679,1.5064,66300,INLAND
-121.82,38.02,46,176,43,101,40,2.2361,93800,INLAND
-121.82,38.01,42,1017,253,798,266,2.1719,99100,INLAND
-121.82,38.01,50,1120,281,625,239,1.5988,96400,INLAND
-121.82,38.01,25,3018,606,1614,568,3.4722,127000,INLAND
-121.82,37.98,13,3995,605,1969,607,5.0164,165200,INLAND
-121.82,38.01,47,1265,254,587,247,2.6364,93500,INLAND
-121.82,38,29,2070,452,985,420,2.8466,113400,INLAND
-121.82,38,30,3268,567,1714,565,4.4583,131000,INLAND
-121.82,37.81,12,4711,659,2089,621,8.3209,485400,INLAND
-121.81,39.7,21,5051,1054,2948,980,1.5863,81300,INLAND
-121.81,39.71,18,1222,250,708,281,2.0288,116700,INLAND
-121.81,38.01,47,1942,430,1074,393,2.2361,105100,INLAND
-121.81,38.01,52,1124,245,528,226,2.2639,128500,INLAND
-121.81,37.99,18,2807,445,1315,437,4.8194,170400,INLAND
-121.81,37.99,22,2331,359,1086,340,5.1435,150800,INLAND
-121.81,38,37,2724,579,1400,540,2.905,97300,INLAND
-121.81,37.97,8,1584,236,615,202,6.4753,166800,INLAND
-121.8,37.7,22,5533,943,2474,910,4.7361,216800,INLAND
-121.8,37.69,17,3956,639,2222,662,5.4324,215500,INLAND
-121.8,39.75,28,2551,378,1011,374,4.3309,125200,INLAND
-121.8,39.75,11,7212,1355,3264,1264,3.1125,122600,INLAND
-121.8,39.64,25,2202,422,1109,403,2.8306,87500,INLAND
-121.8,39.33,30,1019,192,501,185,2.5259,81300,INLAND
-121.8,38.01,46,2273,495,1088,447,2.2532,109400,INLAND
-121.8,38.01,44,3184,581,1399,548,2.7234,110200,INLAND
-121.8,38.01,37,3058,567,1351,523,3.5179,130800,INLAND
-121.8,38,34,2738,475,1316,459,3.5368,122500,INLAND
-121.8,37.99,16,3077,465,1575,446,5.5,179500,INLAND
-121.79,37.69,25,6296,1082,3200,1047,4.5357,188400,INLAND
-121.79,37.67,26,2163,339,947,346,6.0797,211000,INLAND
-121.79,37.66,22,14701,2210,6693,2232,5.98,245000,INLAND
-121.79,39.73,8,5690,1189,2887,1077,3.0625,116300,INLAND
-121.79,39.48,39,1105,180,408,166,3.3929,82100,INLAND
-121.79,38.01,17,4032,814,1749,618,3.1728,146800,INLAND
-121.79,38,34,3090,593,1588,566,3.6118,124700,INLAND
-121.79,38,36,1141,234,562,213,2.5893,108500,INLAND
-121.79,37.99,10,4156,609,1878,586,5.6506,178600,INLAND
-121.79,37.99,18,3646,534,1651,535,5.7321,164700,INLAND
-121.78,37.69,34,2358,498,1157,461,3.3618,174600,INLAND
-121.78,37.69,35,2853,588,1761,572,4.3533,168400,INLAND
-121.78,37.68,17,3112,872,1392,680,3.0222,172500,INLAND
-121.78,37.67,26,2211,344,1024,321,5.2649,199800,INLAND
-121.78,37.67,28,1773,278,804,269,4.8571,201100,INLAND
-121.78,37.66,25,1947,418,900,354,3.8523,193000,INLAND
-121.78,39.71,8,140,28,84,29,2.125,179200,INLAND
-121.78,38.01,19,2688,469,1216,422,4.4491,133900,INLAND
-121.78,38,8,2371,375,1094,396,5.3245,174500,INLAND
-121.78,37.97,4,17032,2546,7653,2359,5.5601,213700,INLAND
-121.77,37.65,16,4290,554,1952,576,7.3588,327500,INLAND
-121.77,37.74,25,494,81,254,85,9.1531,418800,INLAND
-121.77,37.68,36,1687,372,950,372,3.5532,158400,INLAND
-121.77,37.68,44,495,112,277,109,2.6667,179200,INLAND
-121.77,37.68,41,1501,299,629,288,4.6806,209400,INLAND
-121.77,37.67,20,8068,1217,3489,1259,5.7907,264200,INLAND
-121.77,39.66,20,3759,,1705,600,4.712,158600,INLAND
-121.77,38.01,13,2983,534,1417,510,3.9861,168100,INLAND
-121.77,37.99,4,5623,780,2429,716,5.4409,205100,INLAND
-121.76,37.69,29,3433,711,1919,709,3.3841,184400,INLAND
-121.76,37.7,9,3980,736,1705,679,5.7068,256700,INLAND
-121.76,37.68,35,1864,357,1189,349,4.2361,177500,INLAND
-121.76,37.68,32,1078,207,555,197,3.1856,186900,INLAND
-121.76,37.68,52,2157,418,929,419,3.7301,204400,INLAND
-121.76,37.67,6,3023,518,1225,468,6.3705,350000,INLAND
-121.75,37.71,11,12070,2220,5826,2125,4.8624,192400,INLAND
-121.75,37.69,26,2647,536,1422,522,3.7212,183800,INLAND
-121.75,37.68,35,1755,299,702,263,5.2443,183400,INLAND
-121.75,39.88,16,2867,559,1203,449,2.7143,95300,INLAND
-121.75,39.4,29,1687,327,864,334,2.4943,81900,INLAND
-121.74,39.59,24,1535,279,726,272,2.3833,95100,INLAND
-121.74,39.38,27,2596,435,1100,409,2.3243,85500,INLAND
-121.74,37.95,5,4980,774,2399,763,5.7104,186300,INLAND
-121.73,37.71,12,5608,1049,2595,1067,3.9864,200200,INLAND
-121.73,37.68,17,20354,3493,8768,3293,5.4496,238900,INLAND
-121.73,38,3,9217,1522,3578,1272,5.0016,189100,INLAND
-121.72,37.7,17,1671,352,729,252,6.1023,450000,INLAND
-121.72,38,7,7957,1314,4460,1293,4.9618,156500,INLAND
-121.72,37.98,5,7105,1143,3523,1088,5.0468,168800,INLAND
-121.71,39.71,17,2748,556,1174,514,3.066,102600,INLAND
-121.71,39.42,21,1432,284,862,275,2.2813,57600,INLAND
-121.71,39.41,22,1814,342,941,323,2.1728,59400,INLAND
-121.71,37.99,27,3861,718,2085,707,3.3558,129700,INLAND
-121.7,39.37,32,1852,373,911,365,1.7885,57000,INLAND
-121.7,39.36,46,1210,243,523,242,1.91,63900,INLAND
-121.7,39.36,37,2330,495,1505,470,2.0474,56000,INLAND
-121.7,37.98,9,3079,519,1562,512,5.1041,172900,INLAND
-121.7,37.94,36,1710,320,861,300,2.8828,131100,INLAND
-121.7,37.96,33,2396,452,1391,465,3.2813,151400,INLAND
-121.7,37.91,17,1962,291,825,267,4.8958,187100,INLAND
-121.7,37.93,19,2005,405,972,403,2.2216,156700,INLAND
-121.7,37.93,10,3258,612,1779,558,4.6587,152500,INLAND
-121.69,39.36,29,2220,471,1170,428,2.3224,56200,INLAND
-121.69,39.36,34,842,186,635,165,1.8355,63000,INLAND
-121.69,37.95,15,1850,441,1348,403,3.8125,125400,INLAND
-121.68,39.82,15,3996,748,1786,728,3.5189,141300,INLAND
-121.68,37.98,19,3388,599,1707,575,3.6411,162800,INLAND
-121.68,37.93,44,1014,225,704,238,1.6554,119400,INLAND
-121.67,39.37,27,2599,502,1241,502,1.9943,86300,INLAND
-121.67,39.34,22,1217,224,537,187,2.6607,84600,INLAND
-121.67,37.99,22,1046,195,527,164,4.375,213500,INLAND
-121.66,39.66,17,3502,655,1763,613,2.9625,101200,INLAND
-121.66,37.93,19,2055,358,1064,350,4.7426,263100,INLAND
-121.65,39.76,31,1599,318,794,303,3,96700,INLAND
-121.65,39.53,23,1387,325,640,289,1.4833,65200,INLAND
-121.65,39.35,24,1003,251,1098,227,1.7552,86400,INLAND
-121.65,39.32,40,812,154,374,142,2.7891,73500,INLAND
-121.65,38.03,28,3144,694,1095,482,3.4402,192400,INLAND
-121.64,39.74,20,1808,334,763,335,2.3711,121800,INLAND
-121.64,37.85,22,1999,415,967,320,4.4583,253900,INLAND
-121.63,39.82,11,3974,727,1610,634,2.6147,107700,INLAND
-121.63,39.78,28,1677,327,770,309,2.6823,93400,INLAND
-121.63,39.76,22,2598,482,1151,490,2.8182,109700,INLAND
-121.63,39.75,37,1296,296,569,257,1.8616,70500,INLAND
-121.63,38.03,17,2549,596,1169,500,3.6694,209400,INLAND
-121.63,38.04,25,2019,411,888,326,3.2619,183800,INLAND
-121.62,37.61,26,1786,306,771,279,5.7239,430600,INLAND
-121.62,39.79,11,3835,727,1456,658,2.5374,97200,INLAND
-121.62,39.77,23,1759,366,788,359,1.8125,93500,INLAND
-121.62,39.76,14,2063,559,934,529,1.7788,85800,INLAND
-121.62,39.75,20,1173,261,523,258,1.0625,92800,INLAND
-121.62,39.5,18,2105,416,974,385,1.6346,63300,INLAND
-121.61,37.77,32,404,74,144,58,4.2083,125000,INLAND
-121.61,39.77,25,1612,313,837,303,2.963,89500,INLAND
-121.61,39.76,31,2431,512,1026,427,2.5428,85000,INLAND
-121.61,39.52,24,1610,324,909,323,1.8661,59800,INLAND
-121.61,37.86,30,1428,287,989,287,3.691,154400,INLAND
-121.6,39.8,10,1742,307,721,312,2.4537,117900,INLAND
-121.6,39.83,12,3744,699,1532,660,2.3079,95300,INLAND
-121.6,39.79,18,2672,533,1151,532,2.567,102900,INLAND
-121.6,39.77,26,1503,343,699,296,1.875,84000,INLAND
-121.6,39.77,23,2263,497,1138,455,2.3403,87300,INLAND
-121.6,39.76,22,2447,556,1157,556,1.8245,85500,INLAND
-121.6,39.75,19,2888,591,984,499,1.9766,92600,INLAND
-121.6,39.68,15,1677,345,844,330,2.3958,111200,INLAND
-121.6,37.91,13,2479,394,1075,350,5.1017,241400,INLAND
-121.6,37.9,5,14684,2252,4276,1722,6.9051,340900,INLAND
-121.59,39.86,14,1527,269,665,261,2.8657,119600,INLAND
-121.59,39.82,12,1958,369,875,354,2.3507,97600,INLAND
-121.59,39.79,20,743,171,395,168,1.625,88300,INLAND
-121.59,39.78,16,2754,570,1063,543,1.4048,86500,INLAND
-121.59,39.78,18,945,205,385,207,2.1838,58000,INLAND
-121.59,39.77,24,1535,276,664,273,2.3068,97300,INLAND
-121.59,39.75,20,908,206,481,211,2.2,80800,INLAND
-121.59,39.74,17,1646,330,750,344,2.3798,83800,INLAND
-121.59,39.39,22,2515,482,1284,462,2.1776,73800,INLAND
-121.58,39.83,16,4591,904,1904,812,2.2419,93200,INLAND
-121.58,39.79,19,2636,523,1184,465,2.7863,108600,INLAND
-121.58,39.76,19,2487,485,1110,453,3.1061,110200,INLAND
-121.58,39.76,18,1676,332,733,318,1.7875,103800,INLAND
-121.58,39.52,25,2409,490,1384,479,1.9956,58000,INLAND
-121.58,39.51,24,1865,372,1087,385,1.6389,56700,INLAND
-121.58,39.5,29,1947,383,925,337,2.1658,57600,INLAND
-121.57,39.8,23,790,137,365,152,2.1912,115200,INLAND
-121.57,39.78,18,2221,459,952,440,2.0458,105700,INLAND
-121.57,39.76,20,1384,257,557,232,2.0882,104900,INLAND
-121.57,39.74,17,1619,292,705,285,2.4623,126100,INLAND
-121.57,39.5,31,2023,469,1073,436,1.5714,56100,INLAND
-121.57,39.48,15,202,54,145,40,0.8252,42500,INLAND
-121.56,39.69,8,2836,522,1163,512,3.13,168300,INLAND
-121.56,39.52,9,818,197,358,197,1.7708,79500,INLAND
-121.56,39.52,26,1957,429,945,397,1.7308,53600,INLAND
-121.56,39.53,12,1733,421,1861,415,1.5771,65200,INLAND
-121.56,39.51,47,1064,245,603,190,1.3654,57900,INLAND
-121.56,39.51,46,1885,385,871,347,1.6352,53100,INLAND
-121.55,39.51,39,1551,353,684,310,2.0357,57600,INLAND
-121.55,39.51,48,827,198,396,161,0.8024,58300,INLAND
-121.55,39.51,50,1050,288,485,260,1.1607,51700,INLAND
-121.55,39.5,26,3215,827,2041,737,1.0585,45100,INLAND
-121.55,39.48,41,461,107,284,90,2.2045,41800,INLAND
-121.55,39.45,18,2278,523,1185,475,1.3611,60600,INLAND
-121.55,39.44,31,1434,283,811,289,1.7727,49000,INLAND
-121.54,40.06,17,858,262,47,27,2.4028,67500,INLAND
-121.54,39.6,15,886,204,576,205,2.1467,84100,INLAND
-121.54,39.51,33,3585,757,1887,765,2.502,62100,INLAND
-121.54,39.5,38,1438,310,779,275,1.3289,39400,INLAND
-121.54,39.48,29,2896,596,1809,617,1.8047,53800,INLAND
-121.54,39.47,14,1724,315,939,302,2.4952,53900,INLAND
-121.54,39.33,27,720,150,359,138,2.5313,61300,INLAND
-121.53,39.53,35,1806,293,683,295,4.5156,91200,INLAND
-121.53,39.52,30,1030,161,448,159,2.4821,73800,INLAND
-121.53,39.52,24,1028,185,471,186,2.9688,86400,INLAND
-121.53,39.49,19,1537,329,617,274,1.5313,50300,INLAND
-121.53,39.44,26,1340,255,662,239,2.6071,57100,INLAND
-121.52,39.51,30,3085,610,1688,575,2.334,72200,INLAND
-121.52,39.5,33,1462,241,569,231,3.2833,82600,INLAND
-121.52,39.49,30,1217,238,677,233,2.6563,63600,INLAND
-121.52,39.48,21,2628,494,1364,468,2.0455,59400,INLAND
-121.52,39.43,15,2119,389,1079,374,2.3566,80400,INLAND
-121.51,39.97,22,1468,285,611,235,2.3036,73000,INLAND
-121.5,39.83,15,1896,408,893,334,1.6948,87500,INLAND
-121.49,39.52,25,848,153,436,155,3.9028,93800,INLAND
-121.49,39.49,20,2505,468,1174,429,2.9965,88900,INLAND
-121.47,39.49,17,1554,242,553,230,3.2174,91800,INLAND
-121.47,39.51,19,3720,636,1304,607,2.6921,97500,INLAND
-121.46,39.54,14,5549,1000,1822,919,2.9562,142300,INLAND
-121.46,39.4,17,3659,735,1970,667,2.425,96200,INLAND
-121.44,39.5,26,1652,325,790,292,3.0446,90800,INLAND
-121.41,39.72,17,1583,331,730,306,2.3895,87500,INLAND
-121.39,39.61,22,2828,610,986,391,2.8871,94700,INLAND
-121.39,39.39,52,189,34,121,37,3.0208,60000,INLAND
-121.36,39.52,15,2490,527,1229,497,2.3917,85700,INLAND
-121.24,39.65,35,632,148,221,102,2.3684,62500,INLAND
-121.19,39.55,17,1483,284,481,211,1.4896,83300,INLAND
-121.11,41.07,26,1707,308,761,250,2.7188,48100,INLAND
-121.09,38.68,15,5218,711,1949,659,4.7083,213300,INLAND
-121.08,38.67,10,2499,331,1040,333,6.844,239600,INLAND
-121.07,38.66,22,1831,274,813,269,4.6394,173400,INLAND
-121.07,40.85,17,976,202,511,175,3.6641,80800,INLAND
-121.06,38.7,9,13255,1739,5001,1627,6.314,228900,INLAND
-121.04,38.81,11,3522,623,1456,544,3.93,163400,INLAND
-121.03,40.35,52,5486,1044,1977,754,2.1833,49500,INLAND
-121.02,38.66,4,7392,1155,3096,1065,4.5246,198900,INLAND
-121.02,40.51,17,890,167,406,154,3.3036,78300,INLAND
-121.01,38.73,7,6322,1046,2957,1024,4.7276,197500,INLAND
-121,38.58,12,3425,549,1357,451,5.3344,217500,INLAND
-120.99,38.69,5,5743,1074,2651,962,4.1163,172500,INLAND
-120.99,38.67,8,4913,744,2005,723,5.4413,187900,INLAND
-120.98,38.34,27,3471,653,1793,600,3.5508,99100,INLAND
-120.98,38.67,13,3432,516,1286,470,5.584,186600,INLAND
-120.98,38.66,9,2073,404,916,373,3.225,163300,INLAND
-120.98,38.68,5,4810,909,2242,900,3.2964,176900,INLAND
-120.97,38.42,16,1748,322,4930,287,4.3029,121900,INLAND
-120.97,38.91,7,4341,716,1978,682,4.8311,172200,INLAND
-120.97,38.65,9,3707,602,1601,555,4.0714,300600,INLAND
-120.96,38.66,11,2339,436,1062,380,3.9036,180800,INLAND
-120.96,41.12,29,779,136,364,123,2.5,59200,INLAND
-120.96,40.28,19,683,139,302,111,2.5,64100,INLAND
-120.95,38.69,10,3421,563,1689,545,5.2032,217100,INLAND
-120.95,38.79,12,3247,579,1459,517,4.3981,202800,INLAND
-120.93,38.5,15,1248,234,529,216,3.3393,107200,INLAND
-120.93,38.26,13,2084,449,834,305,3.2937,114200,INLAND
-120.93,38.65,12,2213,384,1097,351,4.5568,170100,INLAND
-120.93,38.77,9,2229,355,788,341,5.5111,196300,INLAND
-120.92,38.86,11,1720,345,850,326,3.2027,128600,INLAND
-120.91,38.11,9,3585,680,1800,598,3.636,133100,INLAND
-120.91,38.62,12,4545,748,2033,718,4.1843,207600,INLAND
-120.91,38.73,11,5460,859,2645,838,4.835,230600,INLAND
-120.9,38.2,16,3120,641,1319,526,2.0472,93200,INLAND
-120.88,38.45,25,1374,297,657,288,2.5476,97900,INLAND
-120.88,38.32,18,2791,492,1187,438,3.2589,103000,INLAND
-120.88,38.16,8,2029,387,1000,364,4.0109,125900,INLAND
-120.88,38.91,15,3876,778,1960,691,2.902,127300,INLAND
-120.88,38.58,8,3417,604,1703,623,4.0827,170700,INLAND
-120.87,38.37,28,3998,765,1614,698,2.8125,113400,INLAND
-120.87,38.83,12,2180,423,1070,377,2.8562,128200,INLAND
-120.87,38.71,13,2692,470,1302,420,4,167400,INLAND
-120.86,38.75,15,1533,300,674,287,2.5625,146100,INLAND
-120.85,38.69,18,5928,1097,2697,1096,3.4872,141400,INLAND
-120.84,38.81,11,1280,286,609,248,3.1635,132600,INLAND
-120.84,38.77,11,1013,188,410,158,4.825,184600,INLAND
-120.84,38.73,17,2616,492,1158,457,2.8807,142600,INLAND
-120.84,38.63,12,1313,231,731,232,5.7373,208300,INLAND
-120.83,38.74,17,3685,775,1714,734,2.2269,128300,INLAND
-120.81,38.89,17,1438,324,675,268,2.9444,119300,INLAND
-120.81,38.73,38,2005,385,882,353,2.5104,120500,INLAND
-120.81,38.74,29,2259,482,1099,463,2.3314,121600,INLAND
-120.81,38.73,42,1276,260,799,259,2.7273,128600,INLAND
-120.81,38.67,14,8396,1578,3952,1474,3.0565,118800,INLAND
-120.8,38.51,23,1001,195,369,157,3.125,96400,INLAND
-120.8,38.31,37,1341,256,533,242,3.2135,123600,INLAND
-120.79,38.54,34,1133,254,495,187,2.05,68900,INLAND
-120.79,38.43,40,1391,246,546,214,3.9107,129800,INLAND
-120.79,38.24,19,1003,235,538,190,2.9821,90400,INLAND
-120.79,38.83,15,1374,291,709,239,1.7222,118500,INLAND
-120.79,38.7,13,5036,1034,2243,923,2.3319,138500,INLAND
-120.78,38.74,28,4236,877,2008,881,2.1603,111300,INLAND
-120.78,38.73,31,3117,616,1606,588,2.9844,127900,INLAND
